TILE_ID,NUMBER,ra,dec,CLASS_STAR,uJAVA,J0378,J0395,J0410,J0430,gSDSS,J0515,rSDSS,J0660,iSDSS,J0861,zSDSS,StellarLoMaR,isTrain,High_confidence,Source,TEFF_SPEC,LOGG_SPEC,FE_H_SPEC,teff_pre,logg_pre,feh_pre,e_teff_pre,e_logg_pre,e_feh_pre
86371,13018,106.5895236,31.55744499,0.823,17.1067848,16.6587639,16.6069241,16.1310101,16.0268993,15.6495237,15.4862099,15.112319,15.0385571,14.88661,14.8115444,14.7895861,0.938476563,0,0,New,,,,5254.394,2.357391,-1.1464444,421.89255,0.5334116,0.49583402
86371,13172,105.9666134,31.55949774,0.769,17.3608036,17.1272507,16.7520542,15.9293957,15.6318226,14.9413128,14.7334785,14.1030064,13.996851,13.7942867,13.6674557,13.6336689,0.960449219,0,1,New,,,,4676.129,2.6459131,-0.11203935,73.8334,0.18720147,0.1290441
86371,13314,105.5746214,31.5580516,0.791,16.541605,16.3739758,16.0289211,15.2783346,15.0307722,14.3605347,14.1293259,13.5673485,13.4628878,13.2751007,13.1452141,13.109704,0.98828125,0,1,New,,,,4758.7666,2.546915,-0.3467148,84.28467,0.10315982,0.105561964
88371,22528,126.6482393,36.52726092,0.999,15.7701206,15.5269508,15.3798342,14.5576239,14.3964748,13.7766609,13.568222,13.0454617,12.9415274,12.7839909,12.6412172,12.6235914,0.986328125,1,1,New,,,,4745.882,2.556405,-0.50267637,85.200874,0.12758553,0.08449299
86371,14400,106.4749698,31.59241969,0.837,16.088625,15.8282804,15.6056614,14.8495369,14.6312122,14.0577049,13.8385029,13.3457317,13.2489891,13.0970592,12.9996405,12.9713593,0.978515625,0,1,New,,,,4899.412,2.6194444,-0.32545698,58.051716,0.17261015,0.11579244
86371,16389,105.2277801,31.6668262,0.997,16.779644,16.5845871,16.3545837,15.5787153,15.3608141,14.7663002,14.5357656,14.0093679,13.9020882,13.7080173,13.5881109,13.5577087,0.9296875,0,0,New,,,,4865.467,2.6280167,-0.37791336,58.63437,0.1600969,0.08983972
86371,16470,105.4505767,31.66914818,0.908,17.2252026,16.9725533,16.69944,15.8489141,15.5729809,14.8785915,14.6510811,14.015625,13.9001713,13.6771498,13.5310698,13.4958649,0.973632813,0,1,New,,,,4625.7524,2.7420259,-0.3305268,69.5072,0.15006582,0.09744262
86371,16971,106.350529,31.68876002,0.767,16.464447,16.2114658,16.0181599,15.2160978,15.0455017,14.4177322,14.2143841,13.670579,13.5640688,13.3740063,13.2540836,13.2217607,0.984375,0,1,Wu,,,,4813.2407,3.0593743,-0.3391486,65.33985,0.18658257,0.09116469
86371,17389,105.3056212,31.70053366,0.997,16.5188637,16.2686768,15.9390841,15.1420593,14.8542995,14.1967525,13.9616756,13.3606215,13.2477512,13.0682478,12.9162893,12.8768177,0.989257813,0,1,Wu,,,,4684.834,2.6848097,-0.17130502,69.64651,0.19296785,0.12349387
86371,17788,105.5927333,31.71890883,0.785,17.1573219,16.9990768,16.690649,15.8851624,15.6728315,14.9984779,14.7947216,14.1904078,14.068799,13.8629246,13.7441072,13.6962175,0.939453125,0,0,New,,,,4674.3345,2.6734865,-0.33808172,74.73806,0.11979415,0.095579445
86371,17846,106.0048027,31.71717016,0.997,16.8832684,16.5514374,16.359417,15.6260462,15.4452181,14.8354006,14.6039257,14.0893593,13.9927721,13.799551,13.6828613,13.6517372,0.973144531,0,1,New,,,,4862.375,2.540972,-0.48493454,62.18523,0.1172528,0.10545339
86371,18392,105.8838732,31.73238201,0.933,15.9854889,15.7452784,15.4540348,14.6864424,14.4308453,13.772974,13.5358601,12.9733849,12.8670635,12.7531147,12.5502462,12.5289545,0.98828125,0,1,New,,,,4728.8794,2.5911622,-0.3449009,76.43383,0.11269072,0.10488783
86371,22440,105.0858644,31.87760023,0.998,16.4165764,16.1587296,15.9645634,15.1871252,15.0164509,14.4023714,14.1650267,13.6446648,13.5409327,13.339324,13.2245073,13.1882896,0.981933594,0,1,New,,,,4850.3286,2.6709032,-0.45182633,62.593605,0.16336869,0.11346749
86371,22870,105.1858545,31.89283887,0.847,16.270237,15.9869623,15.8013706,14.9822578,14.7664738,14.1332378,13.9012756,13.3422184,13.2363663,13.0608959,12.9108868,12.8749313,0.981933594,0,1,New,,,,4792.0083,2.5566173,-0.4032358,75.18412,0.07211888,0.090521045
86371,23037,105.2820488,31.90224239,0.856,17.4773254,17.1946259,16.9071369,16.0137806,15.6722269,14.8593121,14.6021976,13.8910656,13.7679577,13.4986067,13.3255167,13.2799435,0.986816406,0,1,Wu,,,,4301.5693,1.6552886,-0.78687155,66.89722,0.33819956,0.23159797
86371,24357,105.069597,31.938282,0.868,16.7223625,16.602829,16.1562157,15.3005962,14.9528198,14.1961927,13.9588718,13.284317,13.1644878,12.9852867,12.7984066,12.7563229,0.989257813,0,1,Wu,,,,4522.9136,2.4181073,-0.3176508,72.92463,0.27476233,0.15777418
86371,24604,106.2446951,31.9514787,0.909,16.3195992,16.0837746,15.8550529,15.0260868,14.8215265,14.1484947,13.9126368,13.3228035,13.2100182,13.0337629,12.8595085,12.8258009,0.984863281,0,1,New,,,,4727.967,2.5383294,-0.4139904,72.1766,0.12612012,0.11338131
86371,24793,105.0464031,31.96590681,0.857,17.7577438,17.3791962,17.2545433,16.6146278,16.4867325,15.9321184,15.7117472,15.2427063,15.1599827,14.9584455,14.8576136,14.8216324,0.927734375,0,0,New,,,,4874.566,2.0486608,-1.0065666,106.74415,0.30607802,0.2535251
86371,25634,106.0630366,31.98289808,0.801,16.1137619,15.9016619,15.5876226,14.7658892,14.4973135,13.8385639,13.6158342,13.0266476,12.9230852,12.7963705,12.6081343,12.5923395,0.989257813,0,1,New,,,,4699.4956,2.6941063,-0.2316595,66.09498,0.13317679,0.12135364
86371,26154,106.6166673,32.00589318,0.996,16.5079823,16.3376045,15.9857082,15.1853466,14.9053364,14.2317791,14.0101109,13.4125156,13.2955418,13.1131811,12.9840317,12.9517241,0.972167969,0,1,New,,,,4665.504,2.7939372,-0.16149287,74.73373,0.18148479,0.11294556
86371,27735,105.3517053,32.0598942,0.998,17.0129623,16.8758507,16.3837509,15.6318254,15.2539167,14.5648766,14.3696833,13.7238255,13.616375,13.4422398,13.3219728,13.2856426,0.978515625,0,1,New,,,,4720.776,3.1950457,-0.009352172,75.26336,0.1177639,0.12443928
86371,28327,106.6145372,32.07578442,0.875,15.7803926,15.5789471,15.3457508,14.6008396,14.4299088,13.8440857,13.6383781,13.1449299,13.0396976,12.9220734,12.7863483,12.7598801,0.974609375,0,1,New,,,,4919.5156,3.2776651,-0.27114084,81.3624,0.15575688,0.118303545
86371,29144,105.1625075,32.11544181,0.94,17.2839832,17.0155678,16.820116,16.1057491,15.9649038,15.3655872,15.134326,14.6105843,14.5135832,14.3119116,14.1829271,14.1534204,0.904785156,0,0,New,,,,4936.4365,2.5281003,-0.57194936,49.325,0.14681558,0.11506274
86371,29675,105.8965639,32.13217466,0.864,17.0380898,16.7468567,16.5865746,15.9139452,15.7739353,15.205492,14.979126,14.5304918,14.4404469,14.2635422,14.1589756,14.1358547,0.954101563,0,1,New,,,,4964.004,2.402816,-0.6927432,64.74477,0.21961762,0.13647945
86371,29916,105.9924618,32.13875803,0.998,16.616993,16.40308,16.096096,15.3343687,15.1242018,14.5110416,14.3170519,13.762084,13.6664124,13.4794712,13.3711891,13.3429508,0.921386719,0,0,New,,,,4902.7876,3.2607696,-0.17800443,70.152084,0.14569157,0.102054104
86371,30021,106.1902125,32.14410182,0.9,17.6818581,17.5050278,17.0990257,16.1596451,15.8075275,14.9422789,14.657938,13.92906,13.7814255,13.509675,13.3254147,13.2798748,0.976074219,0,1,New,,,,4267.5635,1.6054254,-0.7212762,69.31705,0.34992072,0.21074593
86371,30195,105.3610135,32.14783855,0.909,17.3074875,17.1230927,16.7831268,15.8725243,15.564621,14.8240223,14.5978947,13.9281921,13.810092,13.581789,13.4391785,13.397047,0.981445313,0,1,New,,,,4568.4595,2.596318,-0.3147915,73.9132,0.17633134,0.12195117
86371,30310,105.3927713,32.15263963,0.999,17.2584229,17.0248184,16.8135986,16.0477562,15.8743582,15.2982874,15.0782776,14.5709391,14.4791718,14.293705,14.1850281,14.150919,0.938964844,0,0,New,,,,4914.159,3.1609824,-0.37375757,54.495018,0.19644022,0.08732138
86371,30593,105.3617262,32.16201939,0.902,16.9601135,16.6848125,16.4915886,15.7163124,15.53473,14.9158115,14.6605988,14.1424561,14.0335484,13.8378601,13.7198715,13.6921701,0.974609375,0,1,New,,,,4871.5967,2.542761,-0.47412455,68.634224,0.14271979,0.07847557
86371,31043,105.4989492,32.46372084,0.895,16.7307358,16.5028877,16.2794685,15.58465,15.4191322,14.8314838,14.5948582,14.089344,13.9839935,13.7883482,13.6670685,13.6377954,0.942871094,0,0,New,,,,4936.226,2.7026732,-0.46144146,53.106163,0.19126244,0.09681785
86371,32059,105.0288107,32.5109854,0.987,15.7565317,15.5160656,15.335103,14.5232449,14.3502874,13.7243328,13.4879913,12.9556255,12.8435469,12.7091646,12.5411425,12.5069818,0.980957031,0,1,New,,,,4787.778,2.5813177,-0.39170033,71.284164,0.11382477,0.11324421
86371,32218,105.1880661,32.4396477,0.995,16.9974937,16.6510563,16.4630508,15.7696638,15.5967474,15.0109081,14.7713432,14.2661257,14.1607094,13.9606066,13.8382359,13.8030853,0.957519531,0,1,New,,,,4958.5303,2.4732575,-0.59985024,62.045864,0.17183486,0.17774302
86371,33180,105.9467109,32.40777433,0.766,17.6737556,17.4041367,17.1245346,16.2548428,16.007185,15.3132677,15.0431461,14.4613276,14.3392296,14.1128864,13.9717207,13.9359732,0.965820313,0,1,New,,,,4681.4844,2.2927878,-0.50267977,74.36661,0.22919622,0.17323399
86371,33611,105.8817565,32.39874076,0.998,16.5981941,16.581337,16.110775,15.261034,15.0543604,14.2685461,14.000145,13.3961868,13.2884769,13.1240711,12.9694424,12.9397259,0.958007813,0,1,New,,,,4630.1177,2.5493367,-0.15534976,71.82662,0.115394145,0.11406701
86371,34439,105.1980265,32.37047152,0.999,16.6023903,16.3639126,16.1461029,15.3489656,15.1603661,14.5052032,14.2608595,13.7015982,13.5847063,13.380619,13.2337666,13.1986446,0.974121094,0,1,New,,,,4762.3506,2.4766326,-0.45440078,83.06055,0.118804514,0.10374912
86371,34660,105.5806655,32.36156996,0.793,17.6456432,17.4631214,17.0667076,16.3550949,16.1172352,15.5216751,15.2949448,14.7506056,14.6452875,14.4483528,14.3252106,14.2944164,0.925292969,0,0,Wu,,,,4838.3833,2.9079843,-0.37436283,76.94867,0.17335662,0.105094686
86371,35228,106.3995992,32.33561353,0.842,16.8583641,16.662693,16.3682709,15.525281,15.2540817,14.6045551,14.3597298,13.7935781,13.6906834,13.4947166,13.3779593,13.3502102,0.948242188,0,0,New,,,,4702.637,2.5374599,-0.33594707,77.578514,0.12122667,0.09383146
86371,36267,106.2326466,32.30998673,0.757,17.1990738,17.078455,16.8399124,16.19384,16.0581741,15.4487228,15.2131691,14.7441044,14.649436,14.4735107,14.3754911,14.3480463,0.90625,0,0,New,,,,4980.757,2.8198395,-0.45039058,94.6399,0.23536423,0.10545539
86371,36425,106.6540094,32.29190002,0.792,16.8157425,16.6344337,16.3790092,15.4987316,15.2479219,14.5484076,14.3135138,13.7299938,13.603796,13.4023685,13.2777538,13.2426472,0.98046875,0,1,New,,,,4619.9155,2.5209289,-0.37152505,73.072845,0.11566003,0.10603308
86371,38034,105.1796181,32.52894571,0.997,17.067131,16.8404045,16.5341225,15.6713839,15.3806744,14.6782684,14.4457035,13.8346329,13.717885,13.504611,13.3689861,13.3240967,0.97265625,0,1,New,,,,4692.3755,2.575936,-0.34477538,72.16671,0.14011443,0.115131974
86371,38255,106.4255291,32.23518204,0.865,17.6844368,17.4461155,17.0969906,16.3061714,16.0424576,15.3114548,15.0632744,14.4416113,14.3151674,14.0981312,13.951745,13.916296,0.944335938,0,0,New,,,,4646.9233,2.4082656,-0.40052396,79.00207,0.18753539,0.12544426
86371,39404,105.5647273,32.20979804,0.788,16.4549732,16.250988,15.9843864,15.1524363,14.898263,14.2537155,14.0173578,13.4552011,13.3470821,13.1661386,13.0261517,12.9955177,0.988769531,0,1,New,,,,4757.8833,2.5355144,-0.32995814,79.053055,0.0835732,0.09164128
86371,40142,105.3463785,32.52961978,0.812,17.1694908,16.9174023,16.7169342,15.9587927,15.7635651,15.1481361,14.9075747,14.3728657,14.2635832,14.0586357,13.9287815,13.8981514,0.912597656,0,0,New,,,,4854.2344,2.5008318,-0.4835352,74.05746,0.15163656,0.09058094
89445,1123,110.3484521,38.10971599,0.999,16.7541084,16.5202923,16.3051929,15.3694887,15.0686626,14.3158674,14.0932426,13.4707546,13.3501339,13.1416855,13.0177755,12.971612,0.986328125,0,1,New,,,,4395.354,1.9259701,-0.65294516,84.82232,0.20098442,0.12856042
89445,1635,111.8994202,38.13130312,0.943,15.5806961,15.3510208,15.2060099,14.4680166,14.372674,13.8201284,13.6504765,13.1886253,13.109251,12.9512577,12.8794298,12.8527184,0.948730469,0,0,New,,,,4950.9243,3.3078048,-0.46766597,112.850044,0.1506075,0.08298659
89445,3656,110.7796465,38.22415505,0.945,17.1177635,17.0531349,16.6591911,15.8601961,15.583148,14.9265213,14.7083988,14.1424141,14.0333958,13.8473415,13.7361908,13.7128143,0.942382813,0,0,Wu,,,,4624.266,2.5559509,-0.280271,70.43823,0.13483661,0.13001092
89445,3693,110.3419847,38.22660719,0.999,16.5991135,16.2822533,16.3234863,15.7599392,15.713604,15.2901182,15.104887,14.7565765,14.69028,14.5418835,14.4774151,14.4510536,0.948730469,0,0,New,,,,4885.3364,2.312871,-1.5505948,113.89653,0.37587273,0.3102829
89445,3747,111.5629604,38.2267334,0.999,16.4328995,16.3192978,15.8471375,15.0965347,14.7925005,14.1732283,13.9896355,13.4404259,13.3505678,13.2062206,13.1300678,13.1024847,0.938964844,0,0,New,,,,4787.448,3.2438028,-0.029508132,75.58382,0.12302079,0.1172211
89445,5136,110.9012133,38.28437296,0.998,15.5494614,15.2757692,15.1422958,14.4589205,14.3319016,13.7971058,13.5844431,13.1668816,13.0801401,12.9229231,12.8497381,12.8238735,0.984863281,0,1,New,,,,4933.6323,2.5763597,-0.580532,68.49611,0.1909006,0.13208579
89445,5988,111.6660534,38.32633859,0.996,17.6493492,17.4785805,17.1746979,16.1662979,15.7906885,14.9858675,14.7454662,14.0555229,13.9240494,13.6846161,13.5376205,13.500639,0.977539063,0,1,New,,,,4246.5015,1.6504006,-0.6631064,67.22759,0.25548884,0.15637673
89445,6383,112.0725203,38.34229979,0.994,16.5468311,16.3460503,16.1280861,15.4444647,15.1979456,14.6204681,14.4467144,13.9598103,13.8757715,13.7080708,13.6286402,13.5979881,0.934082031,0,0,New,,,,4853.9956,3.1858594,-0.40911427,61.2119,0.16167966,0.07688535
89445,9387,111.6501174,38.47750307,0.999,15.8296061,15.5689564,15.3967762,14.6455355,14.4829731,13.912138,13.7004967,13.2305384,13.1445513,12.9750128,12.8879652,12.8574991,0.978027344,0,1,New,,,,4872.7495,2.4915545,-0.48489898,67.89672,0.14449334,0.076701365
89445,10239,111.1413048,38.52470597,0.998,17.5840797,17.5440025,17.153614,16.2362633,15.9982853,15.2925587,15.1069202,14.5025558,14.3886433,14.2174568,14.1097517,14.0770769,0.9140625,0,0,New,,,,4632.4053,2.6707785,-0.19066288,78.766075,0.12886593,0.1120031
89445,11325,111.1306093,38.57431807,0.999,17.1988583,16.9152718,16.7149773,16.0156593,15.8691998,15.3136206,15.1014757,14.6537123,14.5535278,14.4094887,14.3145342,14.2942905,0.927246094,0,0,New,,,,4938.799,2.5469022,-0.507785,44.30404,0.18250473,0.14791329
89445,11834,111.2643291,38.59592494,0.993,16.6372681,16.4443245,16.1956291,15.4537582,15.274847,14.6926756,14.4858656,14.0028572,13.9122353,13.7506084,13.6598129,13.6374445,0.972167969,0,1,Wu,,,,4836.5073,2.6943243,-0.4704672,65.877785,0.17329165,0.06450017
89445,12646,111.5844621,38.62983137,0.831,16.1166115,15.9822884,15.6502199,14.9207382,14.7005806,14.1295357,13.9331684,13.4262667,13.3439503,13.1886063,13.1070719,13.0801649,0.916992188,0,0,Wu,,,,4833.7,3.146799,-0.17443994,72.9845,0.15098672,0.10494643
89445,13029,110.9158141,38.64957571,0.975,17.0975399,16.8354645,16.7624836,15.9816504,15.8679333,15.2825232,15.0716448,14.6004362,14.5091257,14.336154,14.225872,14.2043858,0.921875,0,0,New,,,,4762.0728,2.4931362,-0.70497984,107.02918,0.17916943,0.15692538
89445,13258,111.7545959,38.65732449,0.996,16.3726273,16.2440071,15.9404793,15.1291542,14.9182491,14.3222628,14.1154957,13.6079664,13.5240135,13.3536787,13.2663136,13.2364731,0.956542969,0,1,Wu,,,,4805.252,3.0366154,-0.33370286,74.77995,0.20235246,0.08849571
89445,14426,111.3010808,38.70923872,0.833,16.3733501,16.1113758,15.9015417,15.1601276,15.0736732,14.4178534,14.2197771,13.7240925,13.6297531,13.4655724,13.3822508,13.334136,0.981933594,0,1,Wu,,,,4821.863,2.6802363,-0.5188064,96.12334,0.16680028,0.085432224
89445,15316,110.8521332,38.75176636,1,17.4385605,17.1923561,16.9434166,16.1947021,16.0390358,15.4331074,15.2275248,14.7389164,14.6446037,14.479701,14.3862476,14.3575449,0.924316406,0,0,New,,,,4817.682,2.6268866,-0.4805193,81.78,0.19838604,0.10583245
89445,17077,111.4458668,38.8226762,0.892,16.7713585,16.6485291,16.2431755,15.5120277,15.2240391,14.5860233,14.3648634,13.8652811,13.7166281,13.5297594,13.4249573,13.3961153,0.983398438,0,1,Wu,,,,4682.12,2.577461,-0.2886164,76.03047,0.14506595,0.11147313
89445,17668,111.1925592,38.84997761,1,16.6294727,16.43923,16.1789856,15.3960619,15.2129173,14.5748653,14.352643,13.8187809,13.7183952,13.5309706,13.4202023,13.3963547,0.979492188,0,1,Wu,,,,4773.697,2.5948927,-0.46293533,86.95236,0.156542,0.08708566
89445,17752,111.671879,38.85097818,0.999,16.1478481,16.0177193,15.6733017,14.9160194,14.7083483,14.0939693,13.8910713,13.3650122,13.2702837,13.0996189,13.0079794,12.9759264,0.985839844,0,1,Wu,,,,4823.9043,3.150731,-0.24550837,59.373535,0.13124906,0.10360732
89445,18897,110.677368,38.89770576,0.999,16.7579308,16.6392593,16.0941811,15.264245,14.8692856,14.1472216,13.9845476,13.2976131,13.1867094,13.0234098,12.917882,12.8831806,0.95703125,0,1,New,,,,4612.125,3.206089,0.20437063,71.06291,0.1784184,0.07754716
89445,19189,112.0164771,38.91532982,1,17.4870567,17.2572174,16.9983635,16.2237816,15.9412212,15.2631254,15.0660744,14.4757528,14.3691492,14.1895752,14.0807686,14.0518875,0.958984375,0,1,New,,,,4659.4614,2.606047,-0.4311917,81.41456,0.1974851,0.12858012
89445,19686,110.415001,38.93639418,0.998,16.6846123,16.4841766,16.2450981,15.4581108,15.2708244,14.6356201,14.4121246,13.887846,13.7907076,13.6124802,13.5037107,13.4684486,0.961914063,0,1,New,,,,4726.848,2.5123742,-0.49678117,90.82584,0.14054762,0.0841718
89445,20444,111.3747254,38.9726526,0.864,17.3899765,17.1565723,16.945713,16.125288,15.9512177,15.2801437,15.0647316,14.5088205,14.4097662,14.215168,14.1072989,14.0735664,0.937988281,0,0,New,,,,4683.0425,2.435553,-0.50435746,83.860535,0.1706403,0.111117646
89445,22330,111.2619683,39.38492675,0.997,15.7110939,15.5569906,15.2884645,14.5488424,14.3998966,13.8260126,13.6306534,13.1536684,13.0641613,12.9164,12.8323507,12.8055201,0.950683594,0,1,Anders,4974.9,3.2331,-0.29094,4929.654,3.1973064,-0.31479183,68.61418,0.13321884,0.07001344
89445,22873,110.4595888,39.36229939,0.999,16.1306152,15.9571152,15.6386824,14.8652973,14.630724,13.9895296,13.7551746,13.2392387,13.1386709,12.9757137,12.8759146,12.8410282,0.984863281,0,1,New,4857.7,2.6426,-0.26409,4796.2188,2.5627174,-0.31579104,56.844036,0.06870668,0.06341334
89445,25077,111.14571,39.27552714,0.975,17.5172443,17.2823868,17.1365318,16.167778,15.9166346,15.2210388,15.0096111,14.4009628,14.2926884,14.0835648,13.9555368,13.9266796,0.961914063,0,1,New,,,,4453.556,1.9158734,-0.68396056,89.943504,0.19779901,0.17258121
89445,25516,111.2285162,39.23961761,0.864,16.6591034,16.1674213,16.0711117,15.683013,15.561882,15.2242718,15.0652647,14.6846333,14.6186924,14.4492722,14.3618431,14.3465242,0.952636719,0,0,New,,,,4932.692,2.1718128,-1.6562053,156.38387,0.40452254,0.33780256
89445,25786,111.8226111,39.23374288,0.938,15.7180471,15.4429569,15.2541351,14.5265312,14.3563652,13.7623577,13.5449295,13.0614586,12.970643,12.8020039,12.7019796,12.672965,0.984375,0,1,Anders,4864.3,2.6589,-0.46498,4851.483,2.597528,-0.46956035,60.124645,0.12883586,0.064494826
89445,26321,111.4121853,39.2081816,0.985,16.0041161,15.7408304,15.6643467,14.9430637,14.8556137,14.3165274,14.1203451,13.6821404,13.5955782,13.4306774,13.346488,13.3200426,0.973632813,0,1,New,,,,4875.8623,2.9160495,-0.71775347,87.295654,0.23090403,0.16350229
89445,26634,111.483141,39.18929393,0.966,16.7519932,16.6038609,16.1328487,15.150034,14.7139072,13.9024391,13.7052212,12.9379635,12.804656,12.6275597,12.4520245,12.4112873,0.989746094,0,1,Wu&Anders,4387.3,2.5437,0.085,4285.3154,2.4497352,-0.051726766,79.3952,0.23923048,0.15992396
89445,27756,111.3273225,39.41001138,0.998,16.734972,16.5186615,16.296011,15.5003843,15.3485298,14.7483044,14.5371485,14.0433073,13.9503431,13.7744017,13.6864033,13.6461105,0.958007813,0,1,New,,,,4796.075,2.5319557,-0.4897972,89.64921,0.11760266,0.10090341
89445,28364,111.1407492,39.10602708,0.954,17.1639481,16.734745,16.6642647,16.1955585,16.0669994,15.7474756,15.597826,15.2881975,15.2256775,15.1076317,15.0485668,15.0467358,0.915527344,0,0,New,,,,5127.498,2.3481557,-1.2163854,201.94016,0.3626707,0.37194604
89445,28714,111.9637565,39.08340263,0.994,16.8100948,16.5705128,16.3593216,15.5589361,15.393589,14.7575283,14.5337734,14.0422544,13.9461632,13.7718449,13.6790476,13.6474714,0.979003906,0,1,New,,,,4755.6294,2.5173838,-0.49974275,83.00637,0.1478129,0.11050324
89445,31527,111.1345435,39.41900589,0.992,15.7561283,15.3965921,15.4096336,14.6973763,14.5932655,14.0501595,13.8400841,13.3740864,13.2796431,13.0901031,12.9888868,12.9616032,0.967285156,0,1,New,,,,4690.226,2.1467955,-1.2039889,112.12816,0.27715537,0.21932401
87349,2429,146.090776,32.66250427,0.991,16.7200508,16.5515881,16.3527679,15.5160341,15.3160734,14.7578917,14.5672579,14.0812244,13.9867744,13.8658276,13.7724257,13.7528133,0.942382813,0,0,Wu,,,,4796.3022,3.2225902,-0.22865072,110.01397,0.19962102,0.093646795
87349,3011,144.8874885,32.70749788,1,17.0584259,16.7394295,16.7639771,16.152689,16.0826721,15.6431637,15.4679642,15.1239252,15.058362,14.9167576,14.851696,14.8438416,0.943847656,0,0,Wu,,,,4845.168,3.1002152,-0.6549086,134.33704,0.34928268,0.18545428
87349,5208,144.9879567,32.85271787,0.988,16.8996696,16.6609573,16.5850849,15.6155272,15.4409122,14.7904596,14.597826,14.0211782,13.922286,13.7571354,13.6102457,13.5822744,0.982910156,0,1,Wu,,,,4611.346,2.495301,-0.55020404,91.094124,0.15374558,0.08028575
87349,9661,145.9611151,33.12719671,0.998,17.2405968,16.8407135,16.8437424,16.3286781,16.2473145,15.8622856,15.6498213,15.317934,15.2453756,15.0939617,15.0273075,15.0044193,0.963378906,0,0,Wu,,,,4800.586,1.8737022,-1.6442233,160.02016,0.3222279,0.27557582
88383,2811,128.8859357,35.45833756,0.961,16.1282082,15.8461428,15.698782,14.9387798,14.7737932,14.1969976,13.9956102,13.5249395,13.4346333,13.279707,13.1938801,13.1685925,0.936035156,0,0,New,,,,4896.0913,2.5912874,-0.57964045,67.31516,0.13427117,0.07804611
88383,2897,127.7121408,35.46719505,0.999,17.1007118,16.9014397,16.5560226,15.6730156,15.4082251,14.6966095,14.4923325,13.8747187,13.7568054,13.5637817,13.445158,13.4093266,0.953613281,1,1,Wu,,,,4590.6123,2.5759356,-0.22304618,84.49899,0.13144973,0.10739263
88383,16048,127.9077456,36.34933141,0.944,15.7233067,15.5135021,15.3180704,14.5566521,14.4080162,13.815403,13.6037197,13.1369123,13.0504303,12.8934679,12.8033552,12.7800817,0.962890625,0,1,New,,,,4890.2856,2.601953,-0.5621608,63.68631,0.15989798,0.07549461
88383,17955,128.268425,36.23335996,0.824,16.3313236,15.816391,15.7085133,15.3802109,15.3160648,15.0632133,14.9423294,14.6816835,14.6403561,14.5342789,14.494791,14.4840508,0.923339844,0,0,New,,,,5555.2627,2.4360142,-1.6944772,382.90692,0.5984786,0.32029575
88383,18818,127.4363023,36.18143658,0.955,16.2105789,16.0309143,15.7592411,14.8660545,14.5966387,13.9082909,13.6986771,13.0898447,12.9777241,12.7866793,12.6720381,12.6505775,0.989257813,0,1,New,,,,4521.777,2.4611495,-0.4119778,70.961624,0.16935474,0.10731083
87365,1546,146.5111675,32.60704017,1,16.4496803,16.2501183,16.0967026,15.2081356,15.0111961,14.3981371,14.2098026,13.6597986,13.5619783,13.3825665,13.2880793,13.263855,0.977050781,0,1,Wu,,,,4655.082,2.6107576,-0.4585238,85.76839,0.11606016,0.10311942
87365,2652,147.63651,32.68172742,0.997,16.8078041,16.4428902,16.4783249,15.8198795,15.7229776,15.2041779,14.9896059,14.569561,14.4901333,14.3123312,14.2319441,14.2068176,0.912109375,0,0,Wu,,,,4749.1504,1.738539,-1.2707099,97.989655,0.22307368,0.16405174
87365,7405,147.4667084,33.01036304,0.91,16.4514771,16.2176342,16.0834522,15.2882271,15.1003237,14.5029078,14.3096647,13.8151789,13.7245369,13.5602713,13.4734869,13.4479752,0.977050781,0,1,New,,,,4768.1514,2.6158135,-0.49995673,97.01394,0.14145668,0.09626949
87365,8616,147.5067544,33.10226206,0.97,17.7421036,17.3552876,17.4994087,16.8217697,16.7421474,16.2974625,16.0756912,15.6766186,15.6047249,15.4343004,15.3523712,15.3423662,0.927246094,0,0,New,,,,4790.007,1.5272944,-1.7614052,136.88281,0.461827,0.31533054
87365,17622,147.0529066,33.3881819,0.829,15.0944471,14.6453381,14.6620035,14.093235,13.9710808,13.6098099,13.4341526,13.0867634,13.0226707,12.9002333,12.8332081,12.8086109,0.977539063,0,1,New,,,,5041.4185,2.3382676,-1.56529,203.20107,0.37466848,0.25650182
87365,18821,147.3518757,33.30570875,0.897,17.0567207,16.6176815,16.6117249,15.8473024,15.6818457,15.1268806,14.8877401,14.3982964,14.3019056,14.0960665,13.985734,13.9543505,0.944824219,0,0,New,,,,4573.912,1.6808561,-1.3379645,90.266525,0.21305911,0.2536662
87365,19941,147.3740204,33.22207109,1,16.7361279,16.7659416,16.30406,15.7618656,15.4139967,14.6661224,14.4496365,13.9236307,13.8519402,13.7186775,13.6397266,13.623312,0.965332031,0,0,New,,,,4781.6553,2.6513367,-0.14666095,89.01063,0.1878626,0.12850052
89458,572,113.4810207,38.08839802,0.984,15.6390743,15.3204699,15.2223911,14.6203279,14.5135517,14.0622463,13.8945484,13.4792519,13.419363,13.2760258,13.2100058,13.2043762,0.953125,0,0,New,,,,5086.9487,2.8309827,-0.8921589,168.57603,0.48165628,0.18849172
89458,787,113.1058772,38.09764485,0.997,15.8611584,15.6603928,15.3856153,14.57691,14.3419695,13.6892624,13.4758673,12.9169579,12.8178005,12.6396351,12.5264683,12.5099125,0.98046875,0,1,Wu&Anders,4685.2,2.4888,-0.35517,4660.0215,2.5205998,-0.4162163,63.13576,0.09706491,0.093063936
